return_type,msme_id,tax_period,filing_date,due_date,delay_days,total_sales_declared,tax_paid_cash,tax_paid_itc
GSTR-3B,MSME_10093,032026,2026-03-20,2026-04-20,0,1963478.2,62050.23,277344.42
GSTR-3B,MSME_10093,042026,2026-04-17,2026-05-20,0,743369.25,24772.27,46146.71
GSTR-3B,MSME_10094,042026,2026-05-20,2026-05-20,0,428165.22,18475.24,61141.74
GSTR-3B,MSME_10095,012026,2026-02-17,2026-02-20,0,985016.45,17382.81,98253.52
GSTR-3B,MSME_10095,022026,2026-02-26,2026-03-20,0,626953.29,6307.68,76246.08
GSTR-3B,MSME_10095,032026,2026-03-26,2026-04-20,0,1237056.23,54403.09,104161.92
GSTR-3B,MSME_10095,042026,2026-04-24,2026-05-20,0,969995.35,13836.12,125377.25
GSTR-3B,MSME_10096,032026,2026-04-18,2026-04-20,0,1936347.07,28273.56,217764.83
GSTR-3B,MSME_10096,042026,2026-04-15,2026-05-20,0,1388727.71,26914.53,75954.12
GSTR-3B,MSME_10097,022026,2026-03-20,2026-03-20,0,868548.56,15923.82,95361.78
GSTR-3B,MSME_10097,032026,2026-03-20,2026-04-20,0,898150.82,44284.46,66808.74
GSTR-3B,MSME_10097,042026,2026-04-18,2026-05-20,0,152062.61,5727.06,12603.91
GSTR-3B,MSME_10098,032026,2026-04-15,2026-04-20,0,588527.35,10379.41,34968.07
GSTR-3B,MSME_10098,042026,2026-04-20,2026-05-20,0,474282.15,12131.01,32690.51
GSTR-3B,MSME_10099,032026,2026-04-16,2026-04-20,0,1175460.05,40297.93,98960.85
GSTR-3B,MSME_10099,042026,2026-04-20,2026-05-20,0,1507593.71,28981.86,158833.17
GSTR-3B,MSME_10100,022026,2026-03-19,2026-03-20,0,1081263.18,31825.88,58064.77
GSTR-3B,MSME_10100,032026,2026-03-20,2026-04-20,0,1703189.86,27432.17,192833.14
GSTR-3B,MSME_10100,042026,2026-04-15,2026-05-20,0,1345215.81,24640.12,98855.12
GSTR-3B,MSME_10101,012026,2026-02-20,2026-02-20,0,1851159.61,90683.84,272427.8
GSTR-3B,MSME_10101,022026,2026-02-15,2026-03-20,0,713391.65,10523.63,97463.19
GSTR-3B,MSME_10101,032026,2026-03-17,2026-04-20,0,522565.52,12561.23,47297.07
GSTR-3B,MSME_10101,042026,2026-04-19,2026-05-20,0,1140998.07,53864.93,99520.66
GSTR-3B,MSME_10102,022026,2026-03-17,2026-03-20,0,1326468.03,30642.91,141429.36
GSTR-3B,MSME_10102,032026,2026-03-17,2026-04-20,0,287862.88,14356.62,16687.1
GSTR-3B,MSME_10102,042026,2026-04-16,2026-05-20,0,1175163.96,35505.3,132002.7
GSTR-3B,MSME_10103,042026,2026-05-16,2026-05-20,0,764029.03,28734.3,70701.16
GSTR-3B,MSME_10104,012026,2026-02-20,2026-02-20,0,1500627.2,44304.4,81848.86
GSTR-3B,MSME_10104,022026,2026-02-18,2026-03-20,0,1502107.14,73970.68,93325.53
GSTR-3B,MSME_10104,032026,2026-03-15,2026-04-20,0,254170.98,9630.93,19292.62
GSTR-3B,MSME_10104,042026,2026-04-19,2026-05-20,0,1861566.13,26170.24,192457.96
GSTR-3B,MSME_10105,012026,2026-02-20,2026-02-20,0,322909.81,8245.86,45680.31
GSTR-3B,MSME_10105,022026,2026-02-20,2026-03-20,0,1732840.54,82056.86,207199.9
GSTR-3B,MSME_10105,032026,2026-03-20,2026-04-20,0,1533532.63,27891.09,98350.22
GSTR-3B,MSME_10105,042026,2026-04-18,2026-05-20,0,970547.24,47706.23,136997.95
GSTR-3B,MSME_10106,042026,2026-05-15,2026-05-20,0,532263.31,6579.68,75965.82
GSTR-3B,MSME_10107,012026,2026-02-19,2026-02-20,0,273516.0,3802.41,39919.27
GSTR-3B,MSME_10107,022026,2026-02-16,2026-03-20,0,252662.27,7060.24,32988.92
GSTR-3B,MSME_10107,032026,2026-03-17,2026-04-20,0,1050083.72,33686.67,57100.32
GSTR-3B,MSME_10107,042026,2026-04-15,2026-05-20,0,884758.49,17076.72,74249.97
GSTR-3B,MSME_10108,032026,2026-04-15,2026-04-20,0,398991.31,11906.57,35841.32
GSTR-3B,MSME_10108,042026,2026-04-15,2026-05-20,0,1514871.72,17956.07,157863.93
GSTR-3B,MSME_10109,012026,2026-02-19,2026-02-20,0,633299.38,12694.23,62715.95
GSTR-3B,MSME_10109,022026,2026-02-15,2026-03-20,0,1313696.97,14755.08,133276.89
GSTR-3B,MSME_10109,032026,2026-03-18,2026-04-20,0,562870.56,25964.8,63197.81
GSTR-3B,MSME_10109,042026,2026-04-18,2026-05-20,0,1532866.2,75641.05,130480.77
GSTR-3B,MSME_10110,122025,2026-01-20,2026-01-20,0,754655.82,35915.09,99504.0
GSTR-3B,MSME_10110,012026,2026-01-15,2026-02-20,0,809665.83,33727.09,115596.18
GSTR-3B,MSME_10110,022026,2026-02-18,2026-03-20,0,923871.37,29740.24,85539.77
GSTR-3B,MSME_10110,032026,2026-03-16,2026-04-20,0,909054.91,12916.66,118877.06
GSTR-3B,MSME_10110,042026,2026-04-15,2026-05-20,0,456918.59,17804.0,25139.58
GSTR-3B,MSME_10111,022026,2026-03-15,2026-03-20,0,1426049.82,51774.39,169416.78
GSTR-3B,MSME_10111,032026,2026-03-22,2026-04-20,0,594283.39,29247.92,41264.38
GSTR-3B,MSME_10111,042026,2026-04-28,2026-05-20,0,1334589.19,43551.42,92168.08
GSTR-3B,MSME_10112,032026,2026-04-17,2026-04-20,0,1057404.55,38068.37,84781.07
GSTR-3B,MSME_10112,042026,2026-04-20,2026-05-20,0,978330.99,33261.83,99458.39
GSTR-3B,MSME_10113,042026,2026-05-15,2026-05-20,0,986439.02,33645.62,147440.02
GSTR-3B,MSME_10114,122025,2026-01-19,2026-01-20,0,821240.83,8722.7,61909.56
GSTR-3B,MSME_10114,012026,2026-01-18,2026-02-20,0,1355316.61,63685.4,156864.34
GSTR-3B,MSME_10114,022026,2026-02-20,2026-03-20,0,610555.47,19451.02,72079.2
GSTR-3B,MSME_10114,032026,2026-03-19,2026-04-20,0,1126966.72,54180.86,159797.67
GSTR-3B,MSME_10114,042026,2026-04-20,2026-05-20,0,1846400.44,51368.5,149450.43
GSTR-3B,MSME_10115,012026,2026-02-16,2026-02-20,0,1785985.46,30645.12,141874.35
GSTR-3B,MSME_10115,022026,2026-02-17,2026-03-20,0,1918341.12,64495.25,159992.7
GSTR-3B,MSME_10115,032026,2026-03-18,2026-04-20,0,1754484.46,55247.54,200358.1
GSTR-3B,MSME_10115,042026,2026-04-20,2026-05-20,0,1217089.24,18021.36,164270.75
GSTR-3B,MSME_10116,032026,2026-04-20,2026-04-20,0,1563318.36,39116.81,152244.14
GSTR-3B,MSME_10116,042026,2026-04-16,2026-05-20,0,125156.34,4761.26,9527.14
GSTR-3B,MSME_10117,022026,2026-03-18,2026-03-20,0,1529631.08,28164.81,195507.85
GSTR-3B,MSME_10117,032026,2026-03-30,2026-04-20,0,1842094.72,22410.91,144318.4
GSTR-3B,MSME_10117,042026,2026-04-22,2026-05-20,0,1985445.7,54688.45,296548.18
GSTR-3B,MSME_10118,022026,2026-03-18,2026-03-20,0,1636520.66,18992.84,193983.25
GSTR-3B,MSME_10118,032026,2026-03-18,2026-04-20,0,1854417.58,53783.87,126694.5
GSTR-3B,MSME_10118,042026,2026-04-18,2026-05-20,0,483105.12,15528.78,43394.92
GSTR-3B,MSME_10119,122025,2026-01-15,2026-01-20,0,1669293.88,52803.23,206199.93
GSTR-3B,MSME_10119,012026,2026-01-15,2026-02-20,0,1769740.7,22085.18,91307.97
GSTR-3B,MSME_10119,022026,2026-02-18,2026-03-20,0,1409556.91,33242.24,139375.51
GSTR-3B,MSME_10119,032026,2026-03-15,2026-04-20,0,630831.94,23487.68,60124.99
GSTR-3B,MSME_10119,042026,2026-04-16,2026-05-20,0,465645.59,15970.19,56666.53
GSTR-3B,MSME_10120,042026,2026-05-16,2026-05-20,0,1568111.68,25364.89,162633.53
GSTR-3B,MSME_10121,122025,2026-01-16,2026-01-20,0,1945483.2,25192.1,172544.34
GSTR-3B,MSME_10121,012026,2026-01-24,2026-02-20,0,1493748.01,64671.12,145871.51
GSTR-3B,MSME_10121,022026,2026-02-25,2026-03-20,0,466590.76,22483.73,41176.31
GSTR-3B,MSME_10121,032026,2026-03-26,2026-04-20,0,1395888.42,40211.8,123124.48
GSTR-3B,MSME_10121,042026,2026-04-30,2026-05-20,0,1321979.2,44416.5,82166.67
GSTR-3B,MSME_10122,012026,2026-02-18,2026-02-20,0,135223.06,2447.29,15237.39
GSTR-3B,MSME_10122,022026,2026-02-16,2026-03-20,0,676013.4,30795.68,93629.37
GSTR-3B,MSME_10122,032026,2026-03-17,2026-04-20,0,853941.78,12703.07,61155.99
GSTR-3B,MSME_10122,042026,2026-04-19,2026-05-20,0,1636981.77,27709.39,160677.4
GSTR-3B,MSME_10123,032026,2026-04-16,2026-04-20,0,1063652.11,26264.77,144804.38
GSTR-3B,MSME_10123,042026,2026-04-18,2026-05-20,0,1368959.31,53566.54,132858.07
GSTR-3B,MSME_10124,122025,2026-01-20,2026-01-20,0,1876059.46,66935.37,198312.7
GSTR-3B,MSME_10124,012026,2026-01-18,2026-02-20,0,1667824.35,82430.42,176434.97
GSTR-3B,MSME_10124,022026,2026-02-16,2026-03-20,0,1726542.0,58040.04,153469.67
GSTR-3B,MSME_10124,032026,2026-03-20,2026-04-20,0,1907383.48,87062.54,186205.92
GSTR-3B,MSME_10124,042026,2026-04-15,2026-05-20,0,1171703.32,58199.23,159420.78
GSTR-3B,MSME_10125,012026,2026-02-19,2026-02-20,0,1446001.62,47048.93,201107.36
GSTR-3B,MSME_10125,022026,2026-02-15,2026-03-20,0,1523038.65,63815.97,135406.14
GSTR-3B,MSME_10125,032026,2026-03-15,2026-04-20,0,721791.81,19835.16,82699.23
GSTR-3B,MSME_10125,042026,2026-04-17,2026-05-20,0,467192.81,8934.9,69199.65
GSTR-3B,MSME_10126,122025,2026-01-20,2026-01-20,0,1514659.58,18808.4,153753.32
GSTR-3B,MSME_10126,012026,2026-01-26,2026-02-20,0,1549957.0,24996.61,150342.56
GSTR-3B,MSME_10126,022026,2026-02-24,2026-03-20,0,649868.85,12278.06,76222.08
GSTR-3B,MSME_10126,032026,2026-03-22,2026-04-20,0,318444.59,9482.99,39143.05
GSTR-3B,MSME_10126,042026,2026-04-23,2026-05-20,0,1501600.93,29797.04,83909.6
GSTR-3B,MSME_10127,032026,2026-04-19,2026-04-20,0,1939879.82,62591.06,168462.06
GSTR-3B,MSME_10127,042026,2026-04-17,2026-05-20,0,1636180.34,24127.8,235085.24
GSTR-3B,MSME_10128,022026,2026-03-16,2026-03-20,0,1587773.74,35097.76,226443.4
GSTR-3B,MSME_10128,032026,2026-03-18,2026-04-20,0,1115385.05,16512.82,101561.49
GSTR-3B,MSME_10128,042026,2026-04-17,2026-05-20,0,994309.42,45851.79,146302.69
GSTR-3B,MSME_10129,022026,2026-03-15,2026-03-20,0,1192116.46,36636.36,138047.36
GSTR-3B,MSME_10129,032026,2026-03-19,2026-04-20,0,1077685.23,24909.71,159331.99
GSTR-3B,MSME_10129,042026,2026-04-19,2026-05-20,0,1245884.06,26512.33,182121.89
GSTR-3B,MSME_10130,122025,2026-01-18,2026-01-20,0,623551.28,26033.2,48024.43
GSTR-3B,MSME_10130,012026,2026-01-17,2026-02-20,0,1029245.6,13455.21,130860.17
GSTR-3B,MSME_10130,022026,2026-02-20,2026-03-20,0,1840150.03,87123.93,97019.25
GSTR-3B,MSME_10130,032026,2026-03-20,2026-04-20,0,1915692.3,70916.01,142869.7
GSTR-3B,MSME_10130,042026,2026-04-19,2026-05-20,0,1001816.1,24337.54,86352.43
GSTR-3B,MSME_10131,022026,2026-03-15,2026-03-20,0,585981.65,14400.85,42306.06
GSTR-3B,MSME_10131,032026,2026-03-15,2026-04-20,0,1378430.98,65027.51,138173.18
GSTR-3B,MSME_10131,042026,2026-04-16,2026-05-20,0,1534089.3,31510.73,79310.93
GSTR-3B,MSME_10132,022026,2026-03-16,2026-03-20,0,359243.43,16289.89,46997.24
GSTR-3B,MSME_10132,032026,2026-03-16,2026-04-20,0,795268.32,21288.62,80564.14
GSTR-3B,MSME_10132,042026,2026-04-16,2026-05-20,0,1084540.94,17043.11,133717.94
GSTR-3B,MSME_10133,012026,2026-02-17,2026-02-20,0,939553.29,46682.33,96736.47
GSTR-3B,MSME_10133,022026,2026-02-15,2026-03-20,0,1070968.97,43951.75,65522.29
GSTR-3B,MSME_10133,032026,2026-03-17,2026-04-20,0,731605.2,24550.08,105748.72
GSTR-3B,MSME_10133,042026,2026-04-16,2026-05-20,0,352087.4,16418.81,38170.57
GSTR-3B,MSME_10134,042026,2026-05-19,2026-05-20,0,240664.7,6595.58,15642.85
GSTR-3B,MSME_10135,012026,2026-02-17,2026-02-20,0,1457023.04,70153.43,136536.45
GSTR-3B,MSME_10135,022026,2026-02-21,2026-03-20,0,736705.08,24310.93,79601.94
GSTR-3B,MSME_10135,032026,2026-03-29,2026-04-20,0,1366648.4,51693.8,181505.89
GSTR-3B,MSME_10135,042026,2026-04-25,2026-05-20,0,1971253.81,45926.33,209301.88
GSTR-3B,MSME_10136,012026,2026-02-20,2026-02-20,0,1948764.93,38533.44,118176.64
GSTR-3B,MSME_10136,022026,2026-02-15,2026-03-20,0,1469869.9,62421.17,113621.13
GSTR-3B,MSME_10136,032026,2026-03-20,2026-04-20,0,425863.52,19078.77,57221.58
GSTR-3B,MSME_10136,042026,2026-04-20,2026-05-20,0,1927279.53,28043.66,153045.68
GSTR-3B,MSME_10137,012026,2026-02-20,2026-02-20,0,742327.65,34577.89,93339.22
GSTR-3B,MSME_10137,022026,2026-02-28,2026-03-20,0,600167.88,7403.85,66473.72
GSTR-3B,MSME_10137,032026,2026-03-24,2026-04-20,0,1100539.89,38401.75,64863.87
GSTR-3B,MSME_10137,042026,2026-04-29,2026-05-20,0,145733.44,6813.43,18621.51
GSTR-3B,MSME_10138,022026,2026-03-20,2026-03-20,0,1034443.68,25941.41,115549.59
GSTR-3B,MSME_10138,032026,2026-03-15,2026-04-20,0,418851.31,14452.25,55016.64
GSTR-3B,MSME_10138,042026,2026-04-15,2026-05-20,0,269923.51,5543.66,27161.53
GSTR-3B,MSME_10139,122025,2026-01-17,2026-01-20,0,1033050.98,50435.62,132326.31
GSTR-3B,MSME_10139,012026,2026-01-30,2026-02-20,0,904556.19,38460.23,123109.9
GSTR-3B,MSME_10139,022026,2026-02-23,2026-03-20,0,159774.36,4685.31,8639.83
GSTR-3B,MSME_10139,032026,2026-03-24,2026-04-20,0,366743.67,13355.2,20104.62
GSTR-3B,MSME_10139,042026,2026-04-28,2026-05-20,0,201201.51,5495.33,16471.5
GSTR-3B,MSME_10140,032026,2026-04-18,2026-04-20,0,570575.99,7670.66,85539.35
GSTR-3B,MSME_10140,042026,2026-04-16,2026-05-20,0,260677.4,10139.83,29215.51
GSTR-3B,MSME_10141,012026,2026-02-19,2026-02-20,0,993405.52,44322.11,79483.02
GSTR-3B,MSME_10141,022026,2026-03-01,2026-03-20,0,473403.72,14183.85,34810.85
GSTR-3B,MSME_10141,032026,2026-03-26,2026-04-20,0,1894578.95,51504.74,209867.9
GSTR-3B,MSME_10141,042026,2026-04-24,2026-05-20,0,1173859.98,52187.38,164436.27
GSTR-3B,MSME_10142,012026,2026-02-18,2026-02-20,0,223234.22,9896.09,11258.59
GSTR-3B,MSME_10142,022026,2026-02-18,2026-03-20,0,151845.09,6654.95,17526.33
GSTR-3B,MSME_10142,032026,2026-03-15,2026-04-20,0,648186.53,23346.94,58139.7
GSTR-3B,MSME_10142,042026,2026-04-20,2026-05-20,0,1570522.09,55812.29,193864.87
GSTR-3B,MSME_10143,012026,2026-02-19,2026-02-20,0,129597.51,5373.36,17955.99
GSTR-3B,MSME_10143,022026,2026-02-17,2026-03-20,0,1203948.56,32241.71,177109.04
GSTR-3B,MSME_10143,032026,2026-03-19,2026-04-20,0,1752827.88,84403.91,239328.83
GSTR-3B,MSME_10143,042026,2026-04-16,2026-05-20,0,1418369.19,36624.18,156338.05
GSTR-3B,MSME_10144,012026,2026-02-16,2026-02-20,0,338230.3,4619.26,36898.72
GSTR-3B,MSME_10144,022026,2026-02-15,2026-03-20,0,653804.7,12084.18,45695.76
GSTR-3B,MSME_10144,032026,2026-03-15,2026-04-20,0,544038.64,18606.25,70890.99
GSTR-3B,MSME_10144,042026,2026-04-18,2026-05-20,0,677502.95,10225.31,34114.07
GSTR-3B,MSME_10145,012026,2026-02-19,2026-02-20,0,1772094.66,27026.27,184892.54
GSTR-3B,MSME_10145,022026,2026-02-19,2026-03-20,0,876252.65,31533.36,77088.86
GSTR-3B,MSME_10145,032026,2026-03-16,2026-04-20,0,1513090.23,74599.46,88773.43
GSTR-3B,MSME_10145,042026,2026-04-18,2026-05-20,0,1819978.43,22579.36,225250.6
GSTR-3B,MSME_10146,032026,2026-04-19,2026-04-20,0,1880526.03,54489.59,98759.88
GSTR-3B,MSME_10146,042026,2026-04-29,2026-05-20,0,223338.96,2693.15,30143.77
GSTR-3B,MSME_10147,032026,2026-04-19,2026-04-20,0,850224.26,13914.82,102298.65
GSTR-3B,MSME_10147,042026,2026-04-26,2026-05-20,0,1869061.76,59292.03,135955.43
GSTR-3B,MSME_10148,012026,2026-02-16,2026-02-20,0,1550701.99,57545.77,191695.33
GSTR-3B,MSME_10148,022026,2026-02-17,2026-03-20,0,1826737.77,38374.04,92199.64
GSTR-3B,MSME_10148,032026,2026-03-15,2026-04-20,0,1058424.66,28068.69,54192.07
GSTR-3B,MSME_10148,042026,2026-04-15,2026-05-20,0,932387.58,17570.72,53860.72
GSTR-3B,MSME_10149,032026,2026-04-20,2026-04-20,0,622868.3,17892.24,86943.48
GSTR-3B,MSME_10149,042026,2026-04-17,2026-05-20,0,445814.12,13260.87,39552.82
GSTR-3B,MSME_10150,032026,2026-04-20,2026-04-20,0,1017470.36,50074.58,104448.01
GSTR-3B,MSME_10150,042026,2026-04-18,2026-05-20,0,523045.69,25657.88,52053.78
GSTR-3B,MSME_10151,012026,2026-02-16,2026-02-20,0,1871874.91,86607.0,136191.73
GSTR-3B,MSME_10151,022026,2026-02-16,2026-03-20,0,910989.72,17890.18,98885.21
GSTR-3B,MSME_10151,032026,2026-03-17,2026-04-20,0,222114.12,9282.74,32264.51
GSTR-3B,MSME_10151,042026,2026-04-19,2026-05-20,0,248445.1,9670.18,16482.7
GSTR-3B,MSME_10152,032026,2026-04-18,2026-04-20,0,331040.55,7730.42,40888.07
GSTR-3B,MSME_10152,042026,2026-04-19,2026-05-20,0,1067752.54,48356.83,54520.59
GSTR-3B,MSME_10153,022026,2026-03-18,2026-03-20,0,1359002.68,50630.73,123554.16
GSTR-3B,MSME_10153,032026,2026-03-16,2026-04-20,0,1262096.62,51321.9,159598.43
GSTR-3B,MSME_10153,042026,2026-04-20,2026-05-20,0,1353132.69,49619.59,160904.24
GSTR-3B,MSME_10154,022026,2026-03-18,2026-03-20,0,379753.94,10467.71,29705.73
GSTR-3B,MSME_10154,032026,2026-03-16,2026-04-20,0,943934.47,17975.14,117877.24
GSTR-3B,MSME_10154,042026,2026-04-15,2026-05-20,0,751483.89,19938.83,66532.71
GSTR-3B,MSME_10155,122025,2026-01-18,2026-01-20,0,504913.85,17088.48,71331.89
GSTR-3B,MSME_10155,012026,2026-01-17,2026-02-20,0,458228.24,6554.22,29137.68
GSTR-3B,MSME_10155,022026,2026-02-19,2026-03-20,0,550283.56,27270.83,47178.08
GSTR-3B,MSME_10155,032026,2026-03-15,2026-04-20,0,284596.43,13984.27,34036.33
GSTR-3B,MSME_10155,042026,2026-04-15,2026-05-20,0,1636517.62,34239.88,129725.19
GSTR-3B,MSME_10156,042026,2026-05-17,2026-05-20,0,965187.46,43907.36,138088.58
GSTR-3B,MSME_10157,012026,2026-02-19,2026-02-20,0,1897728.7,90875.23,170575.14
GSTR-3B,MSME_10157,022026,2026-02-25,2026-03-20,0,1493458.02,62639.65,215525.84
GSTR-3B,MSME_10157,032026,2026-03-23,2026-04-20,0,664660.24,27886.61,65491.39
GSTR-3B,MSME_10157,042026,2026-04-27,2026-05-20,0,536293.68,5892.79,32064.48
GSTR-3B,MSME_10158,122025,2026-01-18,2026-01-20,0,1213816.98,41622.06,159307.5
GSTR-3B,MSME_10158,012026,2026-01-20,2026-02-20,0,1862665.73,86317.41,244806.17
GSTR-3B,MSME_10158,022026,2026-02-16,2026-03-20,0,278441.42,11958.56,34442.54
GSTR-3B,MSME_10158,032026,2026-03-16,2026-04-20,0,737690.39,32769.73,95959.81
GSTR-3B,MSME_10158,042026,2026-04-17,2026-05-20,0,1133306.18,29070.03,66572.26
GSTR-3B,MSME_10159,012026,2026-02-18,2026-02-20,0,115135.74,5045.33,12156.71
GSTR-3B,MSME_10159,022026,2026-02-20,2026-03-20,0,839206.74,20632.68,85898.32
GSTR-3B,MSME_10159,032026,2026-03-20,2026-04-20,0,513054.24,13061.04,54819.59
GSTR-3B,MSME_10159,042026,2026-04-20,2026-05-20,0,1503215.37,22970.29,87896.06
GSTR-3B,MSME_10160,042026,2026-05-16,2026-05-20,0,191492.92,8256.91,11055.36
GSTR-3B,MSME_10161,012026,2026-02-15,2026-02-20,0,282630.05,9881.49,26612.35
GSTR-3B,MSME_10161,022026,2026-02-20,2026-03-20,0,1310405.31,55728.63,97044.78
GSTR-3B,MSME_10161,032026,2026-03-18,2026-04-20,0,726032.27,31568.56,77134.77
GSTR-3B,MSME_10161,042026,2026-04-15,2026-05-20,0,1590315.87,63813.65,114972.64
GSTR-3B,MSME_10162,122025,2026-01-19,2026-01-20,0,608393.95,21003.91,83696.63
GSTR-3B,MSME_10162,012026,2026-01-19,2026-02-20,0,918378.84,35985.25,89112.76
GSTR-3B,MSME_10162,022026,2026-02-18,2026-03-20,0,475742.74,9378.99,57841.61
GSTR-3B,MSME_10162,032026,2026-03-17,2026-04-20,0,1529064.94,53054.54,163473.84
GSTR-3B,MSME_10162,042026,2026-04-16,2026-05-20,0,1374772.75,52975.67,136897.4
GSTR-3B,MSME_10163,022026,2026-03-20,2026-03-20,0,1922424.3,75228.85,135313.73
GSTR-3B,MSME_10163,032026,2026-03-18,2026-04-20,0,136950.83,2634.05,13252.04
GSTR-3B,MSME_10163,042026,2026-04-18,2026-05-20,0,834758.78,21489.52,89475.1
GSTR-3B,MSME_10164,032026,2026-04-15,2026-04-20,0,1339764.63,66335.59,196745.96
GSTR-3B,MSME_10164,042026,2026-04-28,2026-05-20,0,1482824.7,44846.32,121704.02
GSTR-3B,MSME_10165,022026,2026-03-16,2026-03-20,0,1393986.4,20211.72,163423.9
GSTR-3B,MSME_10165,032026,2026-03-17,2026-04-20,0,1330473.53,53229.08,139622.53
GSTR-3B,MSME_10165,042026,2026-04-15,2026-05-20,0,1360949.03,63079.35,142087.03
GSTR-3B,MSME_10166,012026,2026-02-20,2026-02-20,0,389409.27,7897.67,37605.91
GSTR-3B,MSME_10166,022026,2026-02-16,2026-03-20,0,1871555.55,19069.26,199415.33
GSTR-3B,MSME_10166,032026,2026-03-18,2026-04-20,0,974788.09,43866.12,141789.54
GSTR-3B,MSME_10166,042026,2026-04-17,2026-05-20,0,1202358.23,58171.52,125625.62
GSTR-3B,MSME_10167,022026,2026-03-20,2026-03-20,0,873296.83,32462.56,62689.53
GSTR-3B,MSME_10167,032026,2026-03-16,2026-04-20,0,1133055.67,53051.84,166792.88
GSTR-3B,MSME_10167,042026,2026-04-15,2026-05-20,0,1410344.5,56127.53,190251.51
GSTR-3B,MSME_10168,042026,2026-05-18,2026-05-20,0,196995.48,7821.93,26687.73
GSTR-3B,MSME_10169,012026,2026-02-15,2026-02-20,0,457030.34,21436.54,32111.95
GSTR-3B,MSME_10169,022026,2026-02-19,2026-03-20,0,1500182.79,20556.01,122063.6
GSTR-3B,MSME_10169,032026,2026-03-20,2026-04-20,0,1196770.09,34458.27,89749.76
GSTR-3B,MSME_10169,042026,2026-04-16,2026-05-20,0,846795.6,10116.46,114707.8
GSTR-3B,MSME_10170,022026,2026-03-17,2026-03-20,0,1817476.96,87910.77,252905.19
GSTR-3B,MSME_10170,032026,2026-03-17,2026-04-20,0,1903379.2,91468.18,284587.66
GSTR-3B,MSME_10170,042026,2026-04-16,2026-05-20,0,1744079.22,25516.2,97732.95
GSTR-3B,MSME_10171,122025,2026-01-16,2026-01-20,0,443654.2,13321.5,34037.73
GSTR-3B,MSME_10171,012026,2026-01-28,2026-02-20,0,1703966.26,44857.79,124893.2
GSTR-3B,MSME_10171,022026,2026-02-24,2026-03-20,0,1060543.85,48840.6,150711.85
GSTR-3B,MSME_10171,032026,2026-03-24,2026-04-20,0,380437.82,5306.03,46421.23
GSTR-3B,MSME_10171,042026,2026-04-23,2026-05-20,0,750885.91,31293.38,103257.37
GSTR-3B,MSME_10172,122025,2026-01-16,2026-01-20,0,1554853.35,61408.27,84011.31
GSTR-3B,MSME_10172,012026,2026-01-19,2026-02-20,0,1248956.51,43465.81,150711.37
GSTR-3B,MSME_10172,022026,2026-02-16,2026-03-20,0,167707.88,8069.62,17236.82
GSTR-3B,MSME_10172,032026,2026-03-16,2026-04-20,0,1878612.39,68190.8,226213.6
GSTR-3B,MSME_10172,042026,2026-04-20,2026-05-20,0,919391.59,36781.35,102857.23
GSTR-3B,MSME_10173,122025,2026-01-20,2026-01-20,0,1884815.15,42633.31,230727.77
GSTR-3B,MSME_10173,012026,2026-01-15,2026-02-20,0,387916.04,18173.65,57739.68
GSTR-3B,MSME_10173,022026,2026-02-16,2026-03-20,0,1379237.87,51312.38,79025.34
GSTR-3B,MSME_10173,032026,2026-03-18,2026-04-20,0,1541242.93,60532.53,124101.54
GSTR-3B,MSME_10173,042026,2026-04-16,2026-05-20,0,1437790.09,65429.65,103514.54
GSTR-3B,MSME_10174,122025,2026-01-20,2026-01-20,0,542767.39,5732.19,72484.44
GSTR-3B,MSME_10174,012026,2026-01-15,2026-02-20,0,1045188.03,32687.79,118657.23
GSTR-3B,MSME_10174,022026,2026-02-20,2026-03-20,0,471131.51,8207.84,52966.36
GSTR-3B,MSME_10174,032026,2026-03-20,2026-04-20,0,371994.12,16236.02,20313.64
GSTR-3B,MSME_10174,042026,2026-04-19,2026-05-20,0,119318.79,3886.41,12676.62
GSTR-3B,MSME_10175,042026,2026-05-15,2026-05-20,0,405598.18,8908.59,38901.84
GSTR-3B,MSME_10176,042026,2026-05-18,2026-05-20,0,1767216.98,86326.4,128052.48
GSTR-3B,MSME_10177,122025,2026-01-20,2026-01-20,0,547543.71,14190.53,78733.98
GSTR-3B,MSME_10177,012026,2026-01-19,2026-02-20,0,783622.45,29647.78,54644.04
GSTR-3B,MSME_10177,022026,2026-02-16,2026-03-20,0,1193946.46,27220.26,121194.98
GSTR-3B,MSME_10177,032026,2026-03-15,2026-04-20,0,1616741.89,42649.23,177634.75
GSTR-3B,MSME_10177,042026,2026-04-19,2026-05-20,0,644299.66,17803.15,32494.56
GSTR-3B,MSME_10178,042026,2026-05-18,2026-05-20,0,992056.16,12582.81,74979.49
GSTR-3B,MSME_10179,042026,2026-05-19,2026-05-20,0,1122390.4,38047.99,82282.52
GSTR-3B,MSME_10180,042026,2026-05-17,2026-05-20,0,366088.35,16364.86,31573.94
GSTR-3B,MSME_10181,042026,2026-05-15,2026-05-20,0,1360279.21,32789.15,188276.9
GSTR-3B,MSME_10182,042026,2026-05-16,2026-05-20,0,1323946.84,14664.23,87064.15
GSTR-3B,MSME_10183,122025,2026-01-19,2026-01-20,0,1218345.32,59005.53,79848.55
GSTR-3B,MSME_10183,012026,2026-01-15,2026-02-20,0,864981.91,38674.26,59478.37
